date,store_id,product_id,category,region,year,month,day,day_of_week,demand_real,demand_pred
2024-01-13,S004,P0009,Clothing,West,2024,1,13,Saturday,118,122.33710714285715
2024-01-13,S005,P0009,Groceries,North,2024,1,13,Saturday,170,160.86385620098852
2024-01-14,S001,P0009,Clothing,North,2024,1,14,Sunday,99,83.7191821550604
2024-01-14,S002,P0009,Groceries,South,2024,1,14,Sunday,111,101.03048514911012
2024-01-14,S003,P0009,Groceries,East,2024,1,14,Sunday,81,72.21090909090908
2024-01-14,S004,P0009,Clothing,West,2024,1,14,Sunday,89,98.40763095238096
2024-01-14,S005,P0009,Groceries,North,2024,1,14,Sunday,136,144.38888888888889
2024-01-15,S001,P0009,Clothing,North,2024,1,15,Monday,97,85.05463833715302
2024-01-15,S002,P0009,Groceries,South,2024,1,15,Monday,71,85.30997023809523
2024-01-15,S003,P0009,Groceries,East,2024,1,15,Monday,131,142.92407281403237
2024-01-15,S004,P0009,Clothing,West,2024,1,15,Monday,88,84.4559898989899
2024-01-15,S005,P0009,Groceries,North,2024,1,15,Monday,103,95.68996226836029
2024-01-16,S002,P0009,Groceries,South,2024,1,16,Tuesday,123,128.46309523809524
2024-01-16,S003,P0009,Groceries,East,2024,1,16,Tuesday,110,122.4768577476445
2024-01-16,S004,P0009,Clothing,West,2024,1,16,Tuesday,169,149.88825
2024-01-16,S005,P0009,Groceries,North,2024,1,16,Tuesday,70,66.04
2024-01-17,S001,P0009,Clothing,North,2024,1,17,Wednesday,184,179.70889285714284
2024-01-17,S002,P0009,Groceries,South,2024,1,17,Wednesday,184,172.50558333333333
2024-01-17,S003,P0009,Groceries,East,2024,1,17,Wednesday,161,167.78510714285716
2024-01-17,S004,P0009,Clothing,West,2024,1,17,Wednesday,99,100.35
2024-01-17,S005,P0009,Groceries,North,2024,1,17,Wednesday,128,135.8410274582228
2024-01-18,S001,P0009,Clothing,North,2024,1,18,Thursday,141,135.46363579657063
2024-01-18,S002,P0009,Groceries,South,2024,1,18,Thursday,150,162.17332334781236
2024-01-18,S003,P0009,Groceries,East,2024,1,18,Thursday,24,43.2
2024-01-18,S004,P0009,Clothing,West,2024,1,18,Thursday,110,104.22016885964915
2024-01-18,S005,P0009,Groceries,North,2024,1,18,Thursday,159,146.81039061673619
2024-01-19,S001,P0009,Clothing,North,2024,1,19,Friday,100,102.42345757895488
2024-01-19,S002,P0009,Groceries,South,2024,1,19,Friday,80,76.60389750445634
2024-01-19,S003,P0009,Groceries,East,2024,1,19,Friday,128,125.76785489741744
2024-01-19,S004,P0009,Clothing,West,2024,1,19,Friday,60,72.761875
2024-01-19,S005,P0009,Groceries,North,2024,1,19,Friday,90,88.68362470168722
2024-01-20,S001,P0009,Clothing,North,2024,1,20,Saturday,174,170.64695039682542
2024-01-20,S002,P0009,Groceries,South,2024,1,20,Saturday,139,125.15107647907648
2024-01-20,S003,P0009,Groceries,East,2024,1,20,Saturday,106,105.57700000000001
2024-01-20,S004,P0009,Clothing,West,2024,1,20,Saturday,192,172.84
2024-01-20,S005,P0009,Groceries,North,2024,1,20,Saturday,225,209.785
2024-01-21,S001,P0009,Clothing,North,2024,1,21,Sunday,169,157.2541666666667
2024-01-21,S002,P0009,Groceries,South,2024,1,21,Sunday,157,138.775
2024-01-21,S003,P0009,Groceries,East,2024,1,21,Sunday,133,123.14337166186479
2024-01-21,S004,P0009,Clothing,West,2024,1,21,Sunday,84,97.51
2024-01-21,S005,P0009,Groceries,North,2024,1,21,Sunday,148,152.4425
2024-01-22,S001,P0009,Clothing,North,2024,1,22,Monday,183,168.17190077427546
2024-01-22,S002,P0009,Groceries,South,2024,1,22,Monday,116,108.21563227975726
2024-01-22,S003,P0009,Groceries,East,2024,1,22,Monday,106,120.88688518693901
2024-01-22,S004,P0009,Clothing,West,2024,1,22,Monday,97,88.16086198115609
2024-01-22,S005,P0009,Groceries,North,2024,1,22,Monday,137,128.143
2024-01-23,S001,P0009,Clothing,North,2024,1,23,Tuesday,95,71.65632660787278
2024-01-23,S002,P0009,Groceries,South,2024,1,23,Tuesday,61,50.515
2024-01-23,S003,P0009,Groceries,East,2024,1,23,Tuesday,121,114.61027907083886
2024-01-23,S004,P0009,Clothing,West,2024,1,23,Tuesday,99,98.72379166666667
2024-01-23,S005,P0009,Groceries,North,2024,1,23,Tuesday,59,55.84916399572648
2024-01-24,S001,P0009,Clothing,North,2024,1,24,Wednesday,153,137.07452475483456
2024-01-24,S003,P0009,Groceries,East,2024,1,24,Wednesday,193,189.71033333333332
2024-01-24,S004,P0009,Clothing,West,2024,1,24,Wednesday,176,187.865
2024-01-24,S005,P0009,Groceries,North,2024,1,24,Wednesday,140,134.91813461538462
2024-01-25,S001,P0009,Clothing,North,2024,1,25,Thursday,210,200.61
2024-01-25,S002,P0009,Groceries,South,2024,1,25,Thursday,135,155.1711904761905
2024-01-25,S003,P0009,Groceries,East,2024,1,25,Thursday,180,178.24308333333335
2024-01-25,S004,P0009,Clothing,West,2024,1,25,Thursday,189,184.74
2024-01-25,S005,P0009,Groceries,North,2024,1,25,Thursday,112,119.96232142857141
2024-01-26,S001,P0009,Clothing,North,2024,1,26,Friday,119,114.60078104765604
2024-01-26,S002,P0009,Groceries,South,2024,1,26,Friday,135,135.920437568967
2024-01-26,S003,P0009,Groceries,East,2024,1,26,Friday,94,88.321875
2024-01-26,S004,P0009,Clothing,West,2024,1,26,Friday,168,162.805
2024-01-26,S005,P0009,Groceries,North,2024,1,26,Friday,62,61.08347552447553
2024-01-27,S001,P0009,Clothing,North,2024,1,27,Saturday,198,200.44175000000004
2024-01-27,S002,P0009,Groceries,South,2024,1,27,Saturday,148,165.52545146520148
2024-01-27,S003,P0009,Groceries,East,2024,1,27,Saturday,164,154.47760515873014
2024-01-27,S004,P0009,Clothing,West,2024,1,27,Saturday,175,157.26
2024-01-27,S005,P0009,Groceries,North,2024,1,27,Saturday,92,112.27255555555556
2024-01-28,S001,P0009,Clothing,North,2024,1,28,Sunday,164,166.87960640198108
2024-01-28,S002,P0009,Groceries,South,2024,1,28,Sunday,131,127.67920163170166
2024-01-28,S003,P0009,Groceries,East,2024,1,28,Sunday,103,116.60348124007318
2024-01-28,S004,P0009,Clothing,West,2024,1,28,Sunday,82,90.42703081232492
2024-01-28,S005,P0009,Groceries,North,2024,1,28,Sunday,98,84.96920959048262
2024-01-29,S001,P0009,Clothing,North,2024,1,29,Monday,133,121.03361190134814
2024-01-29,S002,P0009,Groceries,South,2024,1,29,Monday,85,92.04795643245644
2024-01-29,S003,P0009,Groceries,East,2024,1,29,Monday,138,144.22721031746028
2024-01-29,S004,P0009,Clothing,West,2024,1,29,Monday,42,50.725
2024-01-29,S005,P0009,Groceries,North,2024,1,29,Monday,67,80.15945823766874
2024-01-30,S001,P0009,Clothing,North,2024,1,30,Tuesday,84,90.4607755855256
2024-01-30,S002,P0009,Groceries,South,2024,1,30,Tuesday,108,100.69136805786806
2024-01-30,S003,P0009,Groceries,East,2024,1,30,Tuesday,151,141.95694156170632
2024-01-30,S004,P0009,Clothing,West,2024,1,30,Tuesday,127,132.93791666666667
2024-01-30,S005,P0009,Groceries,North,2024,1,30,Tuesday,94,104.07262255393722
